frcd,partno,partname,floor,repack,picktime_repack_mean,picktime_repack_std,picktime_norepack_mea,picktime_norepack_std,supplier1,supplier2
D,4243153011,後煞車碟盤,4,,,,,,TG0,
D,4351248031,前煞車碟盤,4,,,,,,TG0,
D,4243150070,後煞車碟盤,4,,,,,,TG0,
C,6347237010,左前車頂架,4,,,,,,HG0,
A,6247258081A0,車頂側飾板，左內,4,,,,,,TG0,
D,1770025171,空氣濾清器總成,4,,,,,,TG0,
A,114200T100,曲軸箱外殼,4,,,,,,PG1,
D,4510033B40C3,方向盤總成,4,,,,,,TG0,
A,4243130280,後煞車碟盤,4,,,,,,TG0,
C,S49U0E0F20,後煞車室總成,4,,,,,,HG0,
D,8380078D91,綜合儀表總成,4,,,,,,TG0,
D,7702048250,燃油泵總成,4,,,,,,TG0,
A,4705033570,煞車增壓器總泵總成,4,,,,,,TG0,
F,TWY447200060,集中修理壓縮機,4,,,,,,DG0,
C,13471E0560,曲軸皮帶盤,4,,,,,,HG0,
C,2.71E+105,,4,,,,,,HG0,
D,4351250100,前煞車碟盤,4,,,,,,TG0,
A,4851080A23,避震器總成,4,,,,,,TG0,
C,S49U0E0840,後煞車室總成,4,,,,,,HG0,
C,23304EV182,燃油濾清器濾芯,4,,,,,,HG0,
C,31250E0G70,離合器片總成,4,,,,,,HG0,
6,C40CT0AL01,COROLLA CROSS環景影像系統,4,,,,,,NI2,
A,43512V2010,前煞車碟盤,4,,,,,,TG0,
A,42431WAA01,後煞車碟盤,4,,,,,,TG0,TME
C,4.53E+34,,4,,,,,,HG0,
D,4351248180,前煞車碟盤,4,,,,,,TG0,
D,7520178011,工具箱次總成,4,,,,,,TG0,
A,73960F4011,儀表板SRS氣囊,4,,,,,,TG0,TME
D,4351250152,前煞車碟盤,4,,,,,,TG0,
D,8156078060,組合燈總成,4,,,,,,TG0,
A,4510002X30C1,方向盤總成,4,,,,,,KG0,F601
D,3200048050,扭力轉換器總成,4,,,,,,TG0,
D,4510060C5021,方向盤總成,4,,,,,,TG0,
A,5567002440,儀表板中央出風口,4,,,,,,KG0,S913
D,4802050341,左前避震器氣壓缸,4,,,,,,TG0,
D,4243160290,後煞車碟盤,4,,,,,,TG0,
C,S46N1EV010,煞車蹄片座,4,,,,,,HG0,
A,4351252180,前煞車碟盤,4,,,,,,TG0,
C,S2910E0A75,空氣壓縮機總成,4,,,,,,HG0,
D,4852079226,左前避震器,4,,,,,,TG0,
C,4461037290,煞車增壓器總成,4,,,,,,HG0,
A,815900D490,左尾燈總成,4,,,,,,PG1,
D,4705076590,煞車增壓器總泵總成,4,,,,,,TG0,
C,8.54E+44,,4,,,,,,HG0,
C,S49U0E0721,空氣煞車室總成,4,,,,,,HG0,
D,4351250220,前煞車碟盤,4,,,,,,TG0,
D,8831033440,冷氣壓縮機總成,4,,,,,,TG0,
D,1770037380,空氣濾清器總成,4,,,,,,TG0,
A,887280105,,4,,,,,,TG0,
N,HA01A2I00003,帆布,4,,,,,,HTB,
D,5555033110C0,手套箱門總成,4,,,,,,TG0,
A,821170ZC82,儀表板線,4,,,,,,KG0,T002
A,4260210180,輪圈蓋,4,,,,,,TG0,
N,HA01A2J00003,帆布,4,,,,,,HTB,
N,HA05A1E00007,頂蓬帆布,4,,,,,,HTB,
N,HA01A4000003,頂蓬帆布,4,,,,,,HTB,
C,48500E0580,前避震器總成,4,,,,,,HG0,
D,5320853040,冷空氣進氣導管,4,,,,,,TG0,
A,585610D090,前車底板隔音墊,4,,,,,,KG0,S912
D,5839958040,底板下護蓋,4,,,,,,TG0,
A,8535547021,前擋噴水筒總成,4,,,,,,TG0,
G,8157236010,第三煞車燈墊片,4,,,,,,TG0,
C,8211337G20,引擎室配線，NO 3,4,,,,,,KG0,T002
C,82125EW371,變速箱配線,4,,,,,,KG0,
D,5275130110,後保險桿飾條,4,,,,,,TG0,
A,821410M220,儀表板線,4,,,,,,KG0,T002
C,SZ95062752,燃油管,4,,,,,,HG0,
N,ZH64019350,水管,4,,,,,,NT9,
A,8211602P02,引擎主配線組,4,,,,,,KG0,T002
A,715110K050,椅座墊,4,,,,,,KG0,S912
A,7151242170,椅座墊,4,,,,,,TG0,
A,57627WAA01,右後地板側樑蓋,4,,,,,,TG0,TME
D,5555048110C0,手套箱門總成,4,,,,,,TG0,
A,5555047150C0,手套箱門總成,4,,,,,,TG0,
A,821170ZD02,儀表板線,4,,,,,,KG0,T002
N,HA01A4I00005,後帆布,4,,,,,,HTB,
N,HA01A4I00003,左側帆布,4,,,,,,HTB,
N,HA01A1J00007,頂蓬帆布,4,,,,,,HTB,
A,821170ZC83,儀表板線,4,,,,,,KG0,T002
A,6471702140,行李廂前飾蓋,4,,,,,,KG0,S912
N,HA01A4I00004,右側帆布,4,,,,,,HTB,
D,6783248090,門維修孔蓋,4,,,,,,TG0,
N,HA01A4J00004,右側帆布,4,,,,,,HTB,
N,HA05A1I00007,頂蓬帆布,4,,,,,,HTB,
D,8531576020,前擋噴水筒總成,4,,,,,,TG0,
D,1671124190,風扇護罩,4,,,,,,TG0,
A,555500D020B1,手套箱蓋板,4,,,,,,KG0,F601
D,6499548060,右置物盒,4,,,,,,TG0,
D,7191033A40C4,座頭枕總成,4,,,,,,TG0,
A,633420K240,車頂隔音墊,4,,,,,,PG1,
C,SZ92033C64,空氣軟管,4,,,,,,HG0,
D,6457133101,行李廂蓋樞紐飾蓋,4,,,,,,TG0,
D,8531576040,前擋噴水筒總成,4,,,,,,TG0,
A,67862BZ080,左前門防水膠條,4,,,,,,PG1,TAM
G,7690226050C1,左側裙次總成,4,,,,,,TG0,
D,5320953100,冷空氣進氣導管,4,,,,,,TG0,
D,7685253010A2,左前擾流板,4,,,,,,TG0,
D,5275150020,後保險桿飾條,4,,,,,,TG0,
A,553180D100C0,儀表板左側板,4,,,,,,KG0,J004
D,8535550081,前擋噴水筒總成,4,,,,,,TG0,
A,85315AE010,前擋噴水筒總成,4,,,,,,TG0,
D,8535548052,前擋噴水筒總成,4,,,,,,TG0,
C,8531537190,噴水筒,4,,,,,,HG0,
D,1671131560,風扇護罩,4,,,,,,TG0,
D,6499576011,右置物盒,4,,,,,,TG0,
A,82141KC020,儀表板線,4,,,,,,KG0,T002
A,587320D070C0,後避震器蓋,4,,,,,,KG0,S912
D,7151276060,椅座墊,4,,,,,,TG0,
A,51440BZ010,引擎下護板,4,,,,,,KG0,J004
A,52156WAA01,固定架次總成,4,,,,,,TG0,TME
G,7150126070,右前椅墊,4,,,,,,TG0,
A,5210338010,左前保險桿延伸板,4,,,,,,KG0,F601
C,S479932890,防護板,4,,,,,,HG0,
A,5329360190,水箱總成導流板,4,,,,,,TG0,
G,4853180819,後避震器總成,4,,,,,,TG0,
D,5144058030,引擎下護板,4,,,,,,TG0,
G,8872036220,空調管路&配件,4,,,,,,TG0,
A,769710A040C0,後上蓋,4,,,,,,KG0,S912
D,5380848031,前葉子板左上加強次總成,4,,,,,,TG0,
D,8535550090,噴水筒,4,,,,,,TG0,
A,1789631020,進氣穩壓筒,4,,,,,,TG0,
A,5856206130,前車底板隔音墊,4,,,,,,KG0,S912
A,177500P010,空氣濾清器進氣導管,4,,,,,,TG0,TMS
D,1260125150,引擎室飾蓋,4,,,,,,TG0,
D,8535548050,前擋噴水筒總成,4,,,,,,TG0,
C,SZ91045296,V型皮帶,4,,,,,,HG0,
D,7151253200,椅座墊,4,,,,,,TG0,
A,112120M023,汽門搖臂蓋,4,,,,,,KG0,F601
A,554340M020B0,儀表板中下飾板,4,,,,,,KG0,J004
A,7727706040,油箱加油管護板,4,,,,,,KG0,H807
N,HA01A1I00007,頂蓬帆布,4,,,,,,HTB,
A,5530333381C0,儀表板下飾板次總成,4,,,,,,TG0,
A,5555012570C0,手套箱門總成,4,,,,,,TG0,
D,6442976010,行李廂飾板盒,4,,,,,,TG0,
0,6783202480,前車門維修孔罩，左,4,,,,,,#N/A,
D,6499148071,置物盒,4,,,,,,TG0,
0,8148202C80,霧燈支架,4,,,,,,KG0,
A,8531506120,前擋噴水筒總成,4,,,,,,KG0,T015
0,5259102430,後葉密封墊，右,4,,,,,,#N/A,
D,1775236020,空氣濾清器進氣導管,4,,,,,,TG0,
D,6786130310,右前門防水膠條,4,,,,,,TG0,
D,5081958050,前地板側蓋次總成,4,,,,,,TG0,
A,5310133B10,水箱護罩次總成,4,,,,,,TG0,
A,8212142C20,引擎配線,4,,,,,,TG0,
D,6499348121,置物盒,4,,,,,,TG0,
A,6787226010,左滑門防水膠條,4,,,,,,TG0,
A,715110D740,椅座墊,4,,,,,,KG0,S912
0,5259202400,密封板 後保險桿 左,4,,,,,,#N/A,
0,6783102480,前車門維修孔罩，右,4,,,,,,#N/A,
0,8148102C90,霧燈支架,4,,,,,,KG0,
C,43201E0510,羊角，右,4,,,,,,HG0,
C,31250EV020,離合器片總成,4,,,,,,HG0,
A,821610A230,車身地板配線,4,,,,,,KG0,Z006
D,4510076190C0,方向盤總成,4,,,,,,TG0,
C,22100E0722,供油泵浦總成,4,,,,,,HG0,
A,4351220230,前煞車碟盤,4,,,,,,KG0,L203
C,31250E0G51,離合器片總成,4,,,,,,HG0,
N,SMKTAPE36,薄型水油雙用美紋膠帶36MM,4,,,,,,NE5,
D,4351260180,前煞車碟盤,4,,,,,,TG0,
C,3121037180,離合器壓板,4,,,,,,HG0,
C,S497201010,底座,4,,,,,,HG0,
A,1211121090,油底殼,4,,,,,,TG0,
C,S49S0E0110,空氣煞車室總成,4,,,,,,HG0,
C,31250E0K30,離合器片總成,4,,,,,,HG0,
G,1720178173,渦輪增壓器,4,,,,,,TG0,
D,1770024630,空氣濾清器總成,4,,,,,,TG0,
D,5378348020,隔離件,4,,,,,,TG0,
C,8.15E+95,,4,,,,,,HG0,
D,4851079106,避震器總成,4,,,,,,TG0,
F,4477600650T,冷凝器芯子,4,,,,,,DG0,
0,4243102110,後煞車碟盤,4,,,,,,#N/A,
G,8794026A80,後視鏡總成，左,4,,,,,,TG0,
C,4510037100C0,方向盤總成,4,,,,,,HG0,
A,4510047210C6,方向盤總成,4,,,,,,TG0,
A,871300M031,鼓風機總成,4,,,,,,KG0,T015
A,4243252010,碟片,4,,,,,,TG0,
A,1110109560,汽缸蓋次總成,4,,,,,,TG0,
C,S1760E0N21,渦輪增壓器總成,4,,,,,,HG0,
D,1770137250,空氣濾清器外殼次總成,4,,,,,,TG0,
C,S49U0E0531,後煞車室總成,4,,,,,,HG0,
A,134010Y140,曲軸,4,,,,,,PG1,TAM
D,4351260210,前煞車碟盤,4,,,,,,TG0,
A,6980447030,門玻璃昇降機次總成,4,,,,,,TG0,
D,8710733120,熱排暖氣水箱次總成,4,,,,,,TG0,
G,1794011080,進氣冷卻器總成,4,,,,,,TG0,
2,0415231090HT,紙芯,4,,,,,,209,
6,C93CT12K02,環景影像系統,4,,,,,,NI2,
G,4461026A30,煞車增壓器總成,4,,,,,,TG0,
C,S470671160,煞車管接頭支座,4,,,,,,HG0,
C,15613EV124,機油濾清器濾芯,4,,,,,,HG0,
V,8713948050CP,A/C濾網,4,,,,,,NEC,
C,8276037420,支架,2,,,,,,HG0,
A,4853058190,後避震器總成,2,,,,,,TG0,
C,7750137270,燃油箱支架,2,,,,,,HG0,
A,480680K010,右前下懸吊臂,2,,,,,,KG0,S909
A,42304F4031,後軸支架,2,,,,,,TG0,TME
A,5190068010,備胎架總成,2,,,,,,TG0,
A,537120M901,左前葉子板護裙,2,,,,,,KG0,S920
A,6980116050,右前門昇降機次總成,2,,,,,,KG0,E502
A,1237174540,後引擎腳,2,,,,,,KG0,Y501
G,4470437041,煞車油儲油桶,2,,,,,,TG0,
A,1236174520,前引擎腳,2,,,,,,KG0,Y501
A,8155016600,右後組合燈總成,2,,,,,,KG0,D401
A,8155102A20,組合燈殼,2,,,,,,KG0,D401
A,8158102F50,右尾燈殼,2,,,,,,KG0,D401
C,S40G0E0071,水平控制閥,2,,,,,,HG0,
A,879100K320,後視鏡總成,2,,,,,,KG0,J002
C,S471603100,空氣煞車控制閥,2,,,,,,HG0,
A,45102BZB20B0,方向盤,2,,,,,,KG0,F601
A,4510002X30C0,方向盤總成,2,,,,,,KG0,F601
D,8155133480,組合燈殼,2,,,,,,TG0,
C,8709337230,後視鏡支架,2,,,,,,HG0,
C,2330478091,燃油濾清器濾芯,2,,,,,,HG0,
6,C51LJ42C55,右前護套，鎖附螺帽,2,,,,,,NI2,
A,1710121080,進氣岐管,2,,,,,,TG0,
D,3291748040,空氣導管,2,,,,,,TG0,
A,SU00309273,後下保險桿皮,2,,,,,,TG0,
G,4783037012,剎車卡鉗,2,,,,,,TG0,
D,8794033870B1,後視鏡總成,2,,,,,,TG0,
A,SU00303972,固定扣,2,,,,,,TG0,
A,8155133A40,組合燈殼,2,,,,,,TG0,
D,8159178021,左尾燈殼,2,,,,,,TG0,
A,8794028640,後視鏡總成,2,,,,,,TG0,
D,7702460211,燃油芯,2,,,,,,TG0,
D,7392033090,左前座SRS氣囊,2,,,,,,TG0,
A,8430620100,螺旋線圈總成,2,,,,,,KG0,L205
D,8155148250,組合燈殼,2,,,,,,TG0,
D,1770525070,空氣濾清器上蓋次總成,2,,,,,,TG0,
A,1636374260,風扇馬達,2,,,,,,TG0,
A,8158128223,右後燈殼,2,,,,,,TG0,
A,7321006260C0,右前座椅外側安全帶總成,2,,,,,,KG0,H805
A,8159002D00,左尾燈總成,2,,,,,,KG0,D401
C,S810BEV210,大燈燈殼,2,,,,,,HG0,
A,23210BZ021,油泵,2,,,,,,PG1,
D,4854048400,避震器總成,2,,,,,,TG0,
D,8156130C80,組合燈殼,2,,,,,,TG0,
A,739600D150,儀表板SRS氣囊,2,,,,,,PG1,TAM
A,1770125071,空氣濾清器外殼次總成,2,,,,,,TG0,
C,5541137070C0,儀錶叢集室,2,,,,,,HG0,
A,87910KF010,後視鏡總成，右,2,,,,,,KG0,J002
C,8380025D80,綜合儀錶總成,2,,,,,,HG0,
G,449436290,,2,,,,,,TG0,
C,S178013030,空氣濾清器濾芯,2,,,,,,HG0,
D,1770525050,空氣濾清器上蓋次總成,2,,,,,,TG0,
C,S51Q3E0020,腳踏板蓋,2,,,,,,HG0,
A,8152026160,左前方向燈燈總成,2,,,,,,KG0,D401
D,8121133230,霧燈總成,2,,,,,,TG0,
C,5.54E+34,,2,,,,,,HG0,
C,710723V450B0,椅墊套,2,,,,,,HG0,
A,81590F4021,左尾燈總成,2,,,,,,TG0,TME
A,732100D391C0,右前座椅外側安全帶總成,2,,,,,,KG0,H805
A,8158106270,右後燈殼,2,,,,,,KG0,D401
C,23330E0331,燃油濾清器總成，車道側,2,,,,,,HG0,
A,88550BZ404,冷凝器風扇馬達,2,,,,,,PG1,TAM
C,5.57E+16,,2,,,,,,HG0,
A,8159102210,左尾燈殼,2,,,,,,KG0,D401
A,1610079445,水泵總成,2,,,,,,TG0,
A,446530080,,2,,,,,,TG0,
A,692000D042,鎖總成,2,,,,,,KG0,E502
A,815512B540,右後組合燈殼,2,,,,,,KG0,D401
A,8794060U21,後視鏡總成,2,,,,,,TG0,
A,3356002550,排檔鎖控制單元總成,2,,,,,,KG0,L205
D,446660070,,2,,,,,,TG0,
D,446630161,,2,,,,,,TG0,
C,4.46E+86,,2,,,,,,HG0,
C,13471E0810,曲軸皮帶盤,2,,,,,,HG0,
A,04466YZZAB,後碟煞蹄片組,2,,,,,,TG0,
D,7391042060,右前座SRS氣囊,2,,,,,,TG0,
A,4773028270,右後碟煞分泵總成,2,,,,,,TG0,
A,04465YZZR1,前煞車來令片組,2,,,,,,PG1,
A,8794033K90,後視鏡總成,2,,,,,,TG0,
F,TWY447190030,集中修理壓縮機總成,2,,,,,,DG0,
A,446533220,,2,,,,,,TG0,
A,451000M140B0,方向盤總成,2,,,,,,KG0,F601
A,8850126211,冷氣機蒸發器,2,,,,,,TG0,
C,S474433800,煞車來令片,2,,,,,,HG0,
F,TWY447201320,集中修理壓縮機總成,2,,,,,,DG0,
D,7774042120,活性碳罐總成,2,,,,,,TG0,
A,8515047090,前擋雨刷連桿總成,2,,,,,,TG0,
A,8156126130,左後組合燈殼,2,,,,,,KG0,D401
A,8159133330,左尾燈總成,2,,,,,,TG0,
C,S16F0E0081,副水箱,2,,,,,,HG0,
A,8850158050,冷氣機蒸發器,2,,,,,,TG0,
A,4720102770,煞車總泵次總成,2,,,,,,KG0,T024
C,8791537020A0,右後視鏡外殼,2,,,,,,HG0,
D,8158178011,右尾燈殼,2,,,,,,TG0,
D,8791048492A0,後視鏡總成，右,2,,,,,,TG0,
F,TWY042200464AM,集中修理壓縮機總成,2,,,,,,DG0,
A,8151016240,右前方向燈燈總成,2,,,,,,KG0,D401
A,7390008020B0,儀表板SRS氣囊,2,,,,,,TG0,TMS
A,8794008902,後視鏡總成，左,2,,,,,,TG0,TMS
C,S50F0E0030,水平控制閥,2,,,,,,HG0,
A,8616002710,揚聲器,2,,,,,,KG0,C306
A,5540526051C1,中控台飾板,2,,,,,,TG0,
D,3291048230,機油冷卻器,2,,,,,,TG0,
C,5.57E+104,,2,,,,,,HG0,
D,1636320320,風扇馬達,2,,,,,,TG0,
D,5524142010,右前側隔音板,2,,,,,,TG0,
D,6786230310,左前門防水膠條,2,,,,,,TG0,
C,S16LBE0010,風扇V型皮帶，NO 2,2,,,,,,HG0,
A,6168158050,右後輪開口延伸板,2,,,,,,TG0,
A,7423216070,左前門控飾板,2,,,,,,KG0,L205
A,766210B020,右前輪擋泥板,2,,,,,,KG0,F601
D,8535530040,前擋噴水筒總成,2,,,,,,TG0,
S,989047011,,2,,,,,,TG0,
A,766220B020,左前輪擋泥板,2,,,,,,KG0,F601
A,6438402031B1,左後揚聲器護罩次總成,2,,,,,,KG0,H807
G,1636158030,冷卻風扇,2,,,,,,TG0,
A,426030B110,輪圈飾蓋,2,,,,,,KG0,B601
A,554030A020C0,儀表飾板次總成,2,,,,,,KG0,J004
A,554050D510B0,中控台飾板,2,,,,,,KG0,F601
A,85315K0030,前擋噴水筒總成,2,,,,,,TG0,
A,6231247040C0,左前門框防水膠條,2,,,,,,TG0,
F,TWY040070120T,V型皮帶,2,,,,,,DG0,
A,7553320370,前擋外側飾條,2,,,,,,TG0,
A,7730052030,油箱蓋總成,2,,,,,,TG0,
A,678310R120,門維修孔蓋,2,,,,,,TG0,
A,623320K030,左後門框防水膠條,2,,,,,,KG0,T009
A,4779152010,導管,2,,,,,,TG0,
A,554320D120C0,置物箱下護蓋,2,,,,,,KG0,J004
A,6231102020B2,右前門框防水膠條,2,,,,,,KG0,T009
C,5147337390,引擎室側蓋板，右,2,,,,,,HG0,
D,9094702F60,後煞車軟管,2,,,,,,TG0,
A,821150U730,引擎主配線組,2,,,,,,KG0,T002
D,4440648130,轉向回流管,2,,,,,,TG0,
C,1.63E+74,,2,,,,,,KG0,T009
D,1121346030,汽門室蓋墊片,2,,,,,,TG0,
A,6786147030,右前門防水膠條,2,,,,,,TG0,
C,1.73E+44,,2,,,,,,HG0,
A,7565442080A1,左後葉子板飾板,2,,,,,,TG0,
A,742220D040B0,門扶手蓋,2,,,,,,KG0,S912
A,1647028151,副水箱總成,2,,,,,,TG0,
A,5329442050,水箱總成左導流板,2,,,,,,TG0,
A,8871106520,冷媒高壓管,2,,,,,,KG0,T015
A,698030M010,門玻璃昇降機次總成,2,,,,,,KG0,E502
A,6980228100,左前門玻璃昇降機次總,2,,,,,,TG0,
G,5216626060A0,外蓋,2,,,,,,TG0,
A,4815752050,圈狀彈簧防塵套,2,,,,,,TG0,
A,6791102190B1,外門檻飾板,2,,,,,,KG0,S912
C,5.31E+14,,2,,,,,,HG0,
A,1775136080,空氣濾清器進氣導管,2,,,,,,TG0,
A,623110D330,右前門框防水膠條,2,,,,,,KG0,T009
D,6784230311,門維修孔蓋,2,,,,,,TG0,
A,6231242090B0,左前門框防水膠條,2,,,,,,TG0,
D,5311550050,水箱總成護罩右支架,2,,,,,,TG0,
A,6787247040,左後門防水膠條,2,,,,,,TG0,
D,5212578020,右霧燈固定支架,2,,,,,,TG0,
A,887120D210,冷媒低壓軟管,2,,,,,,KG0,T015
D,5271330120,水箱總成護罩左側飾條,2,,,,,,TG0,
D,5271230120,水箱總成護罩右側飾條,2,,,,,,TG0,
G,6168226050,左後輪開口延伸板,2,,,,,,TG0,
C,82121E0421,引擎配線,2,,,,,,HG0,
D,5329348110,水箱總成導流板,2,,,,,,TG0,
A,8954352100,左前輪速感知器,2,,,,,,TG0,
A,5844142020C0,電瓶維修孔蓋,2,,,,,,TG0,
A,329070M010,冷油管次總成,2,,,,,,KG0,G701
A,698030K060,門玻璃昇降機次總成,2,,,,,,KG0,E502
A,6785108030,右滑門維修孔蓋,2,,,,,,TG0,TMS
C,8724837K91,熱水管,2,,,,,,HG0,
A,852110W030,右前雨刷臂,2,,,,,,PG1,UMW
A,852210D090,左前雨刷臂,2,,,,,,PG1,UMW
D,8870378030,冷媒高壓管,2,,,,,,TG0,
A,872110D610,空氣導管,2,,,,,,KG0,T015
A,624110D330B0,右上中柱內飾板,2,,,,,,KG0,S912
A,165A00E010,中央冷卻水管總成,2,,,,,,PG1,
D,8218278130,行李廂配線,2,,,,,,TG0,
D,5560648090,儀表板下蓋次總成,2,,,,,,TG0,
D,4853148222,後避震器總成,2,,,,,,TG0,
A,698040M010,門玻璃昇降機次總成,2,,,,,,KG0,E502
D,4853080877,後避震器總成,2,,,,,,TG0,
C,8.21E+105,,2,,,,,,KG0,T002
A,694090D020,止擋次總成,2,,,,,,KG0,E502
D,1226238020,PCV軟管,2,,,,,,TG0,
D,4442048080,轉向回油管,2,,,,,,TG0,
C,S444134810,轉向泵低壓軟管,2,,,,,,HG0,
A,698040D080,門玻璃昇降機次總成,2,,,,,,KG0,E502
A,887110D670,冷媒高壓管,2,,,,,,KG0,T015
D,5211476300,前保險桿牌照支架,2,,,,,,TG0,
A,8870442740,冷媒低壓管,2,,,,,,TG0,
A,887110KA20,冷媒高壓管,2,,,,,,PG1,
A,624510D040B0,右後車頂側導軌飾板,2,,,,,,KG0,S912
A,728200D080B0,左座椅扶手,2,,,,,,KG0,S912
C,S164601010,水箱軟管,2,,,,,,HG0,
D,4853079295,後避震器總成,2,,,,,,TG0,
D,6980253040,左前門玻璃昇降機次總,2,,,,,,TG0,
A,5548002080B1,置物箱下護蓋,2,,,,,,KG0,J004
D,6783148032,門維修孔蓋,2,,,,,,TG0,
D,1647025050,副水箱總成,2,,,,,,TG0,
D,4875048040,後避震器上座,2,,,,,,TG0,
A,82662F4050,繼電器盒上蓋,2,,,,,,TG0,TME
D,8274033090,引擎室繼電器盒,2,,,,,,TG0,
A,4434833120,動力泵供油管,2,,,,,,TG0,
D,1121431070,左汽缸蓋墊片,2,,,,,,TG0,
D,6334478010,車頂隔音墊,2,,,,,,TG0,
D,1121438020,搖臂室蓋墊片,2,,,,,,TG0,
A,1121337050,汽門室蓋墊片,2,,,,,,TG0,
G,8856836060,A/C濾網,2,,,,,,TG0,
A,681510D110,左前車門玻璃導槽,2,,,,,,KG0,T009
C,1121311070,汽門室蓋墊片,2,,,,,,HG0,
A,710720D240B1,椅墊套,2,,,,,,KG0,S912
D,5329333100,水箱總成導流板,2,,,,,,TG0,
C,5108337023,右前門腳踏板,2,,,,,,HG0,
A,7720912330,油箱主油管,2,,,,,,TG0,
D,4868053060,固定架總成,2,,,,,,TG0,
A,6980428090,門玻璃昇降機次總成,2,,,,,,TG0,
A,6980302180,門玻璃昇降機次總成,2,,,,,,KG0,E502
D,8871133270,冷媒高壓管,2,,,,,,TG0,
D,6980233040,左前門玻璃昇降機次總,2,,,,,,TG0,
D,4853058321,後避震器總成,2,,,,,,TG0,
A,1626737030,冷卻水旁通軟管,2,,,,,,TG0,
D,9094702F61,左後煞車撓性軟管,2,,,,,,TG0,
D,8266348160,繼電器盒下蓋,2,,,,,,TG0,
C,44360E0590,轉向泵儲油壺總成,2,,,,,,HG0,
A,674040K070,左前車門後下門框,2,,,,,,PG1,
D,9094702F59,煞車撓性軟管,2,,,,,,TG0,
D,7595348040,右後黑絕緣貼膠,2,,,,,,TG0,
D,5382846030,葉子板側護板,2,,,,,,TG0,
C,7.53E+114,,2,,,,,,HG0,
D,6740733140,右後門窗導軌次總成,2,,,,,,TG0,
A,7554942040,玻璃框條固定扣,2,,,,,,TG0,
A,7575547050,右前門窗後框條,2,,,,,,TG0,
A,697700D150,門拉索總成,2,,,,,,KG0,E502
A,697300D190,門鎖遙控拉索,2,,,,,,KG0,E502
A,5312402460,水箱總成護罩左上水飾條,2,,,,,,KG0,F601
G,9094702B27,煞車撓性軟管,2,,,,,,TG0,
A,697300M020,門鎖遙控拉索,2,,,,,,KG0,E502
A,852140C012,雨刷片橡皮,2,Y,,,,,TG0,
G,8856836011,A/C濾網,2,,,,,,TG0,
D,5370748020,右前葉子板導風板,2,,,,,,TG0,
D,4442048050,轉向回油管,2,,,,,,TG0,
A,SU00310806,護具,2,,,,,,TG0,
A,6814468010,左前門玻璃導槽,2,,,,,,KG0,T009
A,351030D020,變速箱機油尺,2,,,,,,KG0,S913
D,6792476010,前門內襯墊,2,,,,,,TG0,
A,7592652131,左黑絕緣貼膠,2,,,,,,TG0,
A,7597847050,左前黑絕緣貼膠,2,,,,,,TG0,
D,534400W280,引擎蓋支撐,2,,,,,,TG0,
D,6321748060,飾板,2,,,,,,TG0,
A,67404BZ040,左後下前車窗框架,2,,,,,,PG1,TAM
D,9094702H51,煞車撓性軟管,2,,,,,,TG0,
D,487A033010,左後支撐桿,2,,,,,,TG0,
A,6791342130C0,右前門檻飾板,2,,,,,,TG0,
A,9094702911,煞車撓性軟管,2,,,,,,TG0,
A,7592760040,右黑絕緣貼膠,2,,,,,,TG0,
A,6975006130,門拉索總成,2,,,,,,KG0,E502
D,9094702K98,煞車撓性軟管,2,,,,,,TG0,
D,1626737060,冷卻水旁通軟管,2,,,,,,TG0,
D,1717820020,進氣岐管墊片,2,,,,,,TG0,
A,9004A94140,後煞車軟管,2,,,,,,PG1,TAM
A,697500A020,門拉索總成,2,,,,,,KG0,E502
A,5312406020,水箱總成護罩左上水飾條,2,,,,,,KG0,F601
A,679380M030B0,左尾門飾板,2,,,,,,KG0,S912
A,8522152470,左前雨刷臂,2,,,,,,TG0,
A,6786520021,防水橡皮,2,,,,,,TG0,
D,7597948010,黑絕緣貼膠,2,,,,,,TG0,
A,679110M020B0,外門檻飾板,2,,,,,,KG0,S912
A,8871133340,冷媒高壓管,2,,,,,,TG0,
C,9094702A72,煞車撓性軟管,2,,,,,,HG0,
A,6814368020,前門玻璃導槽,2,,,,,,KG0,T009
A,9094702H48,後煞車軟管,2,,,,,,TG0,
A,9094702912,煞車撓性軟管,2,,,,,,TG0,
A,8521230271,雨刷片總成,2,,,,,,TG0,
A,7575542030,右前門窗框中柱側飾條,2,,,,,,TG0,
D,9094702H50,煞車撓性軟管,2,,,,,,TG0,
D,7596576010,黑絕緣貼膠,2,,,,,,TG0,
A,6791733140C0,右後門檻飾板,2,,,,,,TG0,
A,676730M020,門框飾板,2,,,,,,KG0,S912
A,6787442010,中門上防水膠條,2,,,,,,TG0,
D,9094702F58,煞車撓性軟管,2,,,,,,TG0,
D,7596646010,黑絕緣貼膠,2,,,,,,TG0,
A,681740D170,內門玻璃防水飾條,2,,,,,,KG0,T009
D,5257648020,後保險桿左側固定座,2,,,,,,TG0,
A,7592158010,黑絕緣貼膠,2,,,,,,TG0,
D,6971058030,門鎖遙控拉索,2,,,,,,TG0,
A,6973002250,門鎖遙控拉索,2,,,,,,KG0,E502
D,7573076010,右後門框下端飾條總成,2,,,,,,TG0,
D,9094702J15,煞車撓性軟管,2,,,,,,TG0,
A,90947A2096,煞車撓性軟管,2,,,,,,TG0,TMS
